model,term,estimate,std.error,statistic,p.value,conf.low,conf.high
\shortstack{(6) BMR\\(Western sanctions)},lagree2un_westimp2,-5.58692791590658,1.8440147293678335,-3.0297631721314366,0.0024474557095535573,-9.201130372428906,-1.972725459384253
\shortstack{(6) BMR\\(Western sanctions)},nodemsancBMRt1,-0.7583032923480159,0.49829375922603814,-1.521799698085384,0.12805927717095092,-1.7349411141521236,0.21833452945609189
\shortstack{(6) BMR\\(Western sanctions)},nodemsancBMRt2,0.09758792419874693,0.06542617701477482,1.4915730774963238,0.13581110040724037,-0.030645026396353997,0.22582087479384785
\shortstack{(6) BMR\\(Western sanctions)},nodemsancBMRt3,-0.0035289212215526737,0.00247541478702065,-1.4255878408967568,0.15398734806120215,-0.008380645050911035,0.0013228026078056874
\shortstack{(7) HTW\\(Western sanctions)},(Intercept),-0.9918161600698446,1.5479840050383404,-0.6407147340293605,0.5217080395615261,-4.0258090585890605,2.0421767384493714
\shortstack{(7) HTW\\(Western sanctions)},couprev,5.12085973611825,1.021408993613824,5.013525206979285,5.344176259630383e-7,3.1189348951498537,7.122784577086646
\shortstack{(7) HTW\\(Western sanctions)},contelection,3.2779301465678583,0.49876428244526333,6.5721028187851305,4.960958475271782e-11,2.3003701162001793,4.255490176935537
\shortstack{(7) HTW\\(Western sanctions)},lwdi_fdi,-0.029186696314271184,0.036183422481999655,-0.8066317200588428,0.4198786930956247,-0.10010490121638738,0.041731508587845
\shortstack{(7) HTW\\(Western sanctions)},lgdpconstantcapita1000,-0.18072621856463864,0.08869256152041871,-2.037670526891165,0.04158289361061095,-0.3545604448412623,-0.006891992288014959
\shortstack{(7) HTW\\(Western sanctions)},protest,0.09036278274971093,0.0657581733198982,1.3741680796106828,0.16938950797129668,-0.03852086864643217,0.21924643414585404
\shortstack{(7) HTW\\(Western sanctions)},lwdiinflationgdpfrac,0.021667998033204496,0.007774395585993415,2.787097439734378,0.005318248509410155,0.0064304626830902385,0.036905533383318756
\shortstack{(7) HTW\\(Western sanctions)},lwdigdpgrocap,-0.023351332837649823,0.029726168340172405,-0.7855480252425426,0.43213232414700314,-0.08161355218276252,0.034910886507462865
\shortstack{(7) HTW\\(Western sanctions)},lwestorgtie,0.3161423082185403,0.11539131899249937,2.7397408312759652,0.006148764870502731,0.0899794788646689,0.5423051375724117
\shortstack{(7) HTW\\(Western sanctions)},lblackknight,-0.04777227302012913,0.1615893084533798,-0.29564006107441154,0.7675049761368443,-0.3644814978754871,0.2689369518352288
\shortstack{(7) HTW\\(Western sanctions)},lwesttradelog,-0.09056829533949941,0.17624687581337495,-0.5138717774231684,0.6073416404904748,-0.4360058243214177,0.2548692336424189
\shortstack{(7) HTW\\(Western sanctions)},loilmil,0.00210949972747456,0.0072245021272429885,0.2919924017351749,0.7702924334886568,-0.0120502642481547,0.01626926370310382
\shortstack{(7) HTW\\(Western sanctions)},lnondmhrsancgoal,0.8700854774112926,0.5639370618940396,1.5428769205007073,0.12286064158653182,-0.23521085344836,1.9753818082709453
\shortstack{(7) HTW\\(Western sanctions)},lagree2un_westimp2,-4.494799024905102,1.75344811450906,-2.5634057761461513,0.010365083047015578,-7.931494178102524,-1.0581038717076816
\shortstack{(7) HTW\\(Western sanctions)},t1nodmhrsancgoal,-1.7060732339972122,0.6033178755165016,-2.8278181423625806,0.004686642175189713,-2.8885545412387748,-0.5235919267556497
\shortstack{(7) HTW\\(Western sanctions)},t2nodmhrsancgoal,0.22442610869557328,0.08941750148562931,2.509867810739957,0.012077636374339822,0.049171026196183104,0.3996811911949635
\shortstack{(7) HTW\\(Western sanctions)},t3nodmhrsancgoal,-0.008526558775585818,0.0037347306293751097,-2.2830451836395147,0.022427706973008155,-0.015846496301119638,-0.0012066212500519962
\shortstack{(7) HTW\\(Western sanctions)},contelection:lwdi_fdi,-0.2355879532162787,0.12061474342787408,-1.953226832150557,0.05079272297346817,-0.471988506339451,8.125999068935852e-4
